path,bytes,sha256,model_used,label,score
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/ignorefile/example.ignorefile,50,11957abd91da467474e3b7878f8069f169144a78056945e08f2ffe493400ba14,true,ignorefile,0.9999909400939941
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/ini/doc.ini,124,129237fa91fb571b601d506af06b51ef32c6af2e0c455f25f4d03be8b63cc9e0,true,ini,0.9998273253440857
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/javascript/code.js,52916,de36e50194320a7d3ef1ace9bd34a875a8bd458b253c061979dd628e9bf49afd,true,javascript,0.999663233757019
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/jinja/example.j2,689,81fab64845377fd1badef8bb127dab67e2e5f753e8e45ab4d8213f12d09908a9,true,jinja,0.6306330561637878
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/jpeg/magika_test.jpg,19299,9d5902adc622f568c1d621df031414da4abd3902f785c9566622ec07fddef750,true,jpeg,0.9999988079071045
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/json/doc.json,120962,a4ca2703aadced7fe8bcc9251814f1e60d27d28257642777f7e6dee8a9e22eef,true,json,0.8632603287696838
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/latex/sample.tex,183,e2c058fd93d5d58e49be4e354021fa70965d0ed4e75b7f052443256fc349a295,true,latex,0.9999783039093018
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/makefile/simple.Makefile,75,8a3090802d933f255bd15f418f757b25b6827cf0e2f7bdedfe954e67d04ccb78,true,makefile,0.9995160102844238
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/markdown/README.md,4137,6d5d213758b8e94d457f5a42141e4e04d6e497e02f9a7d9e45c0dd05d0fe93a6,true,markdown,0.990405261516571
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/markdown/magika_test.md,135,d9d83567787d7c72d01bb1daa57b3399f552c05a4f5d59b39cd7b676b4fe4116,true,markdown,0.7802187204360962
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/markdown/simple.md,138,29f55cd6be440c7a04a0c62d0ac8246da5d381a9814abac9b24dc05d8c3c1b6a,true,markdown,0.7624897360801697
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/mp3/test.mp3,10401,4f8526cfccf7bba13f0b935c4bd9c19381d06e38b5d429b4afd091788e2d2400,true,mp3,0.9999969005584717
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/odp/magika_test.odp,13036,6790f594526fefde6e755f525a9cababf5307dcea76962c33e2bd36cc33e5e27,true,odp,0.9995706677436829
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/ods/magika_test.ods,9885,14ae34e1a6e934079dc520f44982a71e6c548209732a5febe5729b0b95d93edf,true,ods,0.9999570846557617
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/odt/doc.odt,8609,47bac9164887f9572eb970af47ba655c1e01138340bbdecc826131912be84261,true,odt,0.9999258518218994
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/odt/magika_test.odt,8677,8000dd0d0243754707962c4de4836e3d113aba62a8963ad98eeed2f246c6794a,true,odt,0.9999110698699951
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/ogg/test.ogg,4183,726eff9f132bcb169d3a2ca2253c956e760265d452461b448b62dfbd86f0f9ec,true,ogg,0.9999980926513672
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/pdf/magika_test.pdf,8179,6d12a41eb0a142fd78231da0e9cadf2380f3ced40ff18127c436c4077560f25c,true,pdf,0.9999637603759766
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/pdf/magika_test_pptx.pdf,21403,dbe8fb4cb98c0ddb387a168f2f82c65c3e538ba4f0ef00077195dd5848204c1b,true,pdf,0.9999562501907349
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/pdf/magika_test_xlsx.pdf,32047,63b9a6bf0c4d95fd3023566247b43165979738c658d925e55b2e513d68a81edf,true,pdf,0.9999902248382568
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/pem/doc.pem,689,fe4577c2cce5e0d097b811ec55aaced2244884b8ae615ed92f108280846e6349,true,pem,0.9999943971633911
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/pem/doc.pub,689,fe4577c2cce5e0d097b811ec55aaced2244884b8ae615ed92f108280846e6349,true,pem,0.9999943971633911
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/png/magika_test.png,15752,fb5747a309e08dfdebb2cc8b149d40afdaf3e85a2143245c21b3ad9a74b219b7,true,png,0.9999991655349731
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/pptx/magika_test.pptx,34887,4aa2e6e7c6e77b2a1eae7c2bd9f02db52a8d5d2ea8ffbca2212b529612f90374,true,pptx,0.9867544770240784
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/python/code.py,248,4245b3a956b17cad9a07837ba8c8c91c3874f22925396bff73b7d2e6fef9bbec,true,python,0.9978006482124329
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/pytorch/example.pth,251320,1d590012155956360e2d4a9d64d904519f6a71470a7c63f383b45200aad8b849,true,pytorch,0.999977707862854
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/rtf/doc.rtf,14342,5fe41d6f72477b55ed69e61622d9cc76b9ba3f9b29dc3f90fc78bd04e389dfc6,true,rtf,0.9999969005584717
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/rtf/magika_test.rtf,18012,e0a2ef1b1832dfe6e75ebcb2406304ca9185b219ad3867ebb44fed66a929f3b9,true,rtf,0.999996542930603
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/rust/asm.rs,360,bc869f1f5edd0316779fde3119cbce403eb294bd560665d812deec1ce71024ab,true,rust,0.999931812286377
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/rust/code.rs,44,1db3f191a71a1079c4c3a0b0067735043d413ffc62f02c337b016fee31922446,true,rust,0.5763125419616699
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/rust/test_case1.rs,288,9be6a5fe0c9932608ccf1dfa14edd8bbbfea0362a88bb060c008c0f73bbf5e9a,true,rust,0.9298560619354248
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/rust/test_case2.rs,760,fd749cad4f471cb76398c5d3746f0a40735079cf279064f52adbaae0b0914d4e,true,rust,0.999733030796051
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/smali/code.smali,336,4718a3508ae5bbe8146b31ee255a2c7e3f7b6a424195ef4c800204e8dfb6b6f5,true,smali,0.9995013475418091
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/srt/code.srt,46,cf5fcffaebd6516723ceb9e30f86277e42472b485813dfe204167cd7ae550a88,true,srt,0.9999324083328247
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/svg/magika_test.svg,12335,cc8bcd0f9deb91310b10374c0570387e1ef71e079b7294db98a2e7d629b8cdcf,true,svg,0.9999064207077026
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/toml/doc.toml,1111,4ca090779fc54417465d5debd54b81f3c30730ca73741396e41d7fc14a2398ea,true,toml,0.9999746084213257
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/tsv/magika_test.tsv,105,0d15f1f5c64ffaf94c7442b25473f4c9ec11cc4db3f4c8877f8808ac55208d59,true,tsv,0.9998635053634644
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/twig/example.twig,416,5cde4d7b391f089ca6520de764a499ed903d7fe24446c355cf98d23447aca3f0,true,twig,0.8633325695991516
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/txt/complex-sentence.txt,114,eb153d878278f329ca3cd805c07b12549fa70df20d15e9fed50fc3341989d532,true,txt,0.9858550429344177
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/txt/few-words.txt,19,879dd6969559072af7db3eecbe5a7731a1d140366237f9f9a01d9c61bc33f1b8,true,txt,0.9842795133590698
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/txt/lorem-big.txt,6200,7a3c17f8e766a96a0bfc8bb979d7774a7f4768f279f9feb907194a82fd83a470,true,txt,0.9792294502258301
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/txt/lorem-small.txt,607,a1c139ae07086ecbd038dc15e61553a6c8092764c17cd2d95a6e3a9df5fed23d,true,txt,0.9969532489776611
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/txt/magika_test_pptx.txt,73,d0651ed2236eb5f768d58db3f095528105bfc31efd97b274f10fb3af0560cd44,true,txt,0.5694972276687622
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/txt/many-words.txt,67,2c438eca0eb689843f6948c2731f01f3f7acfdeb4ba20cf98a9f8b3beb22f201,true,txt,0.9566728472709656
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/txt/one-sentence-with-newline.txt,53,6d6126023c96851e26542afc586eb8b607917f3a70cf3f7db3d423d8a3d57a07,true,txt,0.68302321434021
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/txt/one-sentence.txt,52,32b3e0e09355b59ba157cd855c85ebe9ff2b875e24858fe5e66e16d98d6cac40,true,txt,0.9798469543457031
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/txt/random-ascii.txt,56,4afe345e582c8b09300825f8a0cbcb6f9c7e494a581b19ddea552c541046a2fa,true,txt,0.5715684294700623
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/typescript/code.ts,293,0316f6d9f0c2d456c89b395cf084b9a6587c9b735e936651cb0ccb6298c1542d,true,typescript,0.9920462369918823
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/wav/test.wav,217138,b176b93589b5fc14afaf0fc12c2f1db6ee6bb713c6734eb12fa4c5f5037c7bde,true,wav,0.9980558156967163
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/xlsx/magika_test.xlsx,5053,fc302b9b7352c4316b73f60c065fd77f41cb721339c1f3bac4e0b824b2f28c11,true,xlsx,0.9983301758766174
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/yaml/dependabot.yml,506,977cc3d89fc28cf13bd419b729e8c11ef24b0ec962679a1562de21f8b3a01e7c,true,yaml,0.9988614320755005
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/yaml/python-test.yml,1502,a4d3c075903f66c3429539eb31be80cc1e4ba4bd84708b3d5207b2dc71b8d790,true,yaml,0.9999459981918335
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/yara/rule.yar,320,00bf37b065cfca60b6cbc82a95754bc9834434ede8f2a4bc25ef850f8a81c910,true,yara,0.9999932050704956
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/zig/code.zig,97,3d7b5f3033d956d24c507372ba9a881cf94af30d5d35a22454c4389dff64569a,true,zig,0.9999583959579468
/home/ubuntu/IdeaProjects/magika/src/test/resources/reference/tests_data/basic/zip/magika_test.zip,899,5642c3a786df56116db5b804940731299fdb7b7e8bc324cff78b303bc6688a0a,true,zip,0.9932600855827332
